genus,age,latitude
noetia,Modern,29.227897
noetia,Modern,29.230342
noetia,Modern,26.578353
noetia,Modern,33.646265
noetia,Modern,28.911371
noetia,Modern,33.83663
noetia,Modern,29.802545
noetia,Modern,29.884821
noetia,Modern,29.83001
noetia,Modern,26.306965
noetia,Modern,30.287833
noetia,Modern,27.246924
noetia,Modern,26.453613
noetia,Modern,30.251292
noetia,Modern,26.447703
noetia,Modern,26.437722
noetia,Modern,26.273237
noetia,Modern,27.538753
noetia,Modern,27.255205
noetia,Modern,33.646957
noetia,Modern,26.548668
noetia,Modern,35.219708
noetia,Modern,29.150701
noetia,Modern,26.163155
noetia,Modern,26.436683
noetia,Modern,29.028561
noetia,Modern,30.397528
noetia,Modern,34.647472
noetia,Modern,25.91383
noetia,Modern,31.955579
noetia,Modern,29.152815
noetia,Modern,26.479807
noetia,Modern,26.436521
noetia,Modern,26.435819
noetia,Modern,26.09515
noetia,Modern,32.800817
noetia,Modern,25.782611
noetia,Modern,29.549884
noetia,Modern,34.647665
noetia,Modern,26.460869
noetia,Modern,34.647042
noetia,Modern,29.114931
noetia,Modern,28.010856
noetia,Modern,35.837842
noetia,Modern,26.437733
noetia,Modern,33.350011
noetia,Modern,26.522308
noetia,Modern,34.694044
noetia,Modern,26.428394
noetia,Modern,27.487855
noetia,Modern,35.77198
noetia,Modern,26.44217
noetia,Modern,33.638901
noetia,Modern,26.443679
noetia,Modern,26.436382
noetia,Modern,26.481758
noetia,Modern,27.246553
noetia,Modern,29.723525
noetia,Modern,36.168273
noetia,Modern,29.549884
noetia,Modern,26.177903
noetia,Modern,35.250537
noetia,Modern,35.558493
noetia,Modern,27.690497
noetia,Modern,28.27589
noetia,Modern,32.651335
noetia,Modern,29.126884
noetia,Modern,27.089867
noetia,Modern,27.270636
noetia,Modern,27.099354
noetia,Modern,25.917313
noetia,Modern,34.441269
noetia,Modern,30.662887
noetia,Modern,34.64763
noetia,Modern,26.438513
noetia,Modern,26.337914
noetia,Modern,28.376347
noetia,Modern,27.139513
noetia,Modern,36.088154
noetia,Modern,33.701594
noetia,Modern,29.814078
noetia,Modern,26.044922
noetia,Modern,35.873712
noetia,Modern,34.693432
noetia,Modern,35.236153
noetia,Modern,33.388612
noetia,Modern,27.265423
noetia,Modern,27.896002
noetia,Modern,28.336727
noetia,Modern,28.388288
noetia,Modern,27.798945
noetia,Modern,29.096509
